Year,Name,Poverty Percent
2024,Dimmit,28.5
2024,Donley,17.2
2024,Duval,24.8
2024,Eastland,18.5
2024,Ector,14.8
2024,Edwards,19.2
2024,Ellis,7.5
2024,El Paso,18.1
2024,Erath,14.9
2024,Falls,18.7
2024,Fannin,12.8
2024,Fayette,10.2
2024,Fisher,14.9
2024,Floyd,17.3
2024,Foard,16.2
2024,Fort Bend,7.7
2024,Franklin,13.4
2024,Freestone,12.7
2024,Frio,27
2024,Gaines,12.2
2024,Galveston,12.6
2024,Garza,17.2
2024,Gillespie,8.2
2024,Glasscock,8.2
2024,Goliad,15.4
2024,Gonzales,18
2024,Gray,15.4
2024,Grayson,11
2024,Gregg,16.1
2024,Grimes,15
2024,Guadalupe,7.9
2024,Hale,18.6
2024,Hall,22.1
2024,Hamilton,13.7
2024,Hansford,11.1
2024,Hardeman,18.1
2024,Hardin,10.8
2024,Harris,16.7
2024,Harrison,14.5
2024,Hartley,9.2
2024,Haskell,22.8
2024,Hays,10.8
2024,Hemphill,10.2
2024,Henderson,15.9
2024,Hidalgo,24.2
2024,Hill,15.7
2024,Hockley,15.8
2024,Hood,8
2024,Hopkins,13.4
2024,Houston,19.3
2024,Howard,15.4
2024,Hudspeth,30.2
2024,Hunt,11.1
2024,Hutchinson,14.4
2024,Irion,8.9
2024,Jack,14.3
2024,Jackson,14.3
2024,Jasper,15.9
2024,Jeff Davis,12.8
2024,Jefferson,21.3
2024,Jim Hogg,22.1
2024,Jim Wells,22.8
2024,Johnson,7.9
2024,Jones,22.7
2024,Karnes,19.4
2024,Kaufman,8.5
2024,Kendall,6.5
2024,Kenedy,15.5
2024,Kent,11.9
2024,Kerr,11.2
2024,Kimble,15.4
2024,King,13.5
2024,Kinney,20.7
2024,Kleberg,21.4
2024,Knox,19
2024,Lamar,17.2
2024,Lamb,17.2
2024,Lampasas,11.1
2024,La Salle,27.3
2024,Lavaca,12.4
2024,Lee,11
2024,Leon,14.2
2024,Liberty,17.8
2024,Limestone,14.8
2024,Lipscomb,13.4
2024,Live Oak,18
2024,Llano,11.8
2024,Loving,6.3
2024,Lubbock,15.7
2024,Lynn,13.9
2024,McCulloch,18.2
2024,McLennan,16.2
2024,McMullen,10.9
2024,Madison,15.8
2024,Marion,21
2024,Martin,12.1
2024,Mason,11.2
2024,Matagorda,14.8
2024,Maverick,21.8
2024,Medina,11.2
2024,Menard,20
2024,Midland,11.2
2024,Milam,13.8
2024,Mills,13.6
2024,Mitchell,22.1
2024,Montague,13.4
2024,Montgomery,9.1
2024,Moore,13.7
2024,Morris,19
2024,Motley,19.4
2024,Nacogdoches,21.9
2024,Navarro,14.5
2024,Newton,17.5
2024,Nolan,19.7
2024,Nueces,15.3
2024,Ochiltree,11.4
2024,Oldham,12.7
2024,Orange,13.8
2024,Palo Pinto,16
2024,Panola,13.3
2024,Parker,8
2024,Parmer,12.7
2024,Pecos,17.3
2024,Polk,14.5
2024,Potter,22.5
2024,Presidio,19.8
2024,Rains,11.2
2024,Randall,10.4
2024,Reagan,10.1
2024,Real,15.1
2024,Red River,15
2024,Reeves,16.8
2024,Refugio,15.2
2024,Roberts,8.6
2024,Robertson,15.7
2024,Rockwall,5.5
2024,Runnels,17.8
2024,Rusk,14.1
2024,Sabine,15.9
2024,San Augustine,20.4
2024,San Jacinto,16.8
2024,San Patricio,14.3
2024,San Saba,15
2024,Schleicher,15.4
2024,Scurry,15.1
2024,Shackelford,12.1
2024,Shelby,16.2
2024,Sherman,12.1
2024,Smith,12.1
2024,Somervell,9.7
2024,Starr,35.4
2024,Stephens,17.7
2024,Sterling,10.8
2024,Stonewall,16.5
2024,Sutton,12.3
2024,Swisher,23.2
2024,Tarrant,11.5
2024,Taylor,14.8
2024,Terrell,18.7
2024,Terry,19.8
2024,Throckmorton,14.1
2024,Titus,15
2024,Tom Green,11.5
2024,Travis,10.5
2024,Trinity,16.8
2024,Tyler,16.3
2024,Upshur,13.7
2024,Upton,13.4
2024,Uvalde,19.5
2024,Val Verde,18.1
2024,Van Zandt,13
2024,Victoria,14.3
2024,Walker,23.3
2024,Waller,13.6
2024,Ward,13.6
2024,Washington,12.4
2024,Webb,20.6
2024,Wharton,14.6
2024,Wheeler,13.5
2024,Wichita,14.4
2024,Wilbarger,14.9
2024,Willacy,24.2
2024,Williamson,5.4
2024,Wilson,9.3
2024,Winkler,14.3
2024,Wise,8.1
2024,Wood,13.7
2024,Yoakum,12.6
2024,Young,13.7
2024,Zapata,30.9
2024,Zavala,25.7
